ref,greek_phrase,lemma,morphology,chosen_rendering,alternate_renderings,rationale,status,reviewer
Jeremiah 6:14,εἰρήνη εἰρήνη καὶ ποῦ ἐστιν εἰρήνη,εἰρήνη,peace/where-is-peace line,Peace peace and where is peace?,Peace peace and where is peace?,Reviewed and retained the LXX question after the repeated peace claim.,reviewed,codex
Jeremiah 6:15,πεσοῦνται ἐν τῇ πτώσει αὐτῶν ... καιρῷ ἐπισκοπῆς,πίπτω | πτῶσις | καιρός | ἐπισκοπή,falling/visitation line,fall in their falling ... time of their visitation,fall in their falling ... time of their visitation,Reviewed and retained the repeated falling root and visitation timing.,reviewed,codex
Jeremiah 6:16,στήτε ἐπὶ ταῖς ὁδοῖς ... τρίβους κυρίου αἰωνίους ... ἡ ὁδὸς ἡ ἀγαθή,ὁδός | τρίβος | κύριος | αἰώνιος | ἀγαθός,roads/everlasting-paths/good-way line,Stand on the roads ... the everlasting paths of the Lord ... what the good way is,Stand on roads ... everlasting paths of the Lord ... what good way is,English supplies articles for the roads and path/way phrases.,reviewed,codex
Jeremiah 6:17,ἀκούσατε τῆς φωνῆς τῆς σάλπιγγος,ἀκούω | φωνή | σάλπιγξ,trumpet-sound command,Hear the sound of a trumpet,Hear the sound of a trumpet,Reviewed and retained the sound-of-trumpet command.,reviewed,codex
Jeremiah 6:18,ἤκουσαν τὰ ἔθνη,ἀκούω | ἔθνος,nations-heard line,the nations heard,nations heard,English supplies the for the articular nations phrase.,reviewed,codex
Jeremiah 6:19,ἄκουε γῆ ... τὸν καρπὸν ἀποστροφῆς αὐτῶν,ἀκούω | γῆ | καρπός | ἀποστροφή,Hear-O-earth/fruit-of-turning line,Hear O earth ... the fruit of their turning away,Hear earth ... fruit of their turning away,English uses O for direct address and supplies the before fruit.,reviewed,codex
Jeremiah 6:20,ἐκ Σαβα ... ἐκ γῆς μακρόθεν ... οὐκ εἰσὶν δεκτά,Σαβα | γῆ | μακρόθεν | δεκτός,Sheba/far-land offerings line,from Sheba ... from a far land ... are not acceptable,from Sheba ... from far land ... not acceptable,English supplies a/are for readable offering rejection.,reviewed,codex
Jeremiah 6:21,γείτων καὶ ὁ πλησίον αὐτοῦ,γείτων | πλησίον,neighbor/near-one line,a neighbor and his near one will perish,neighbor and his near one will perish,English supplies a for the singular neighbor phrase.,reviewed,codex
Jeremiah 6:22,λαὸς ἔρχεται ἀπὸ βορρᾶ ... ἔθνη ἐξεγερθήσεται ἀπ' ἐσχάτου τῆς γῆς,λαός | βορρᾶς | ἔθνος | γῆ,northern-people/end-of-earth line,a people comes from the north ... a nation from the end of the earth,people comes from north ... nation from the ends of the earth,English supplies articles and keeps the LXX singular end of the earth.,reviewed,codex
Jeremiah 6:23,φωνὴ αὐτοῦ ὡς θάλασσα κυμαινουσα ... θυγάτερ Σιών,φωνή | θάλασσα | κυμαίνω | θυγάτηρ | Σιών,waving-sea/daughter-Zion battle line,His voice is like a waving sea ... O daughter of Zion,His voice as sea waving ... daughter of Zion,English supplies is/like and marks the daughter-Zion vocative.,reviewed,codex
Jeremiah 6:24,ὠδῖνες ὡς τικτούσης,ὠδίν | τίκτω,birth-pangs line,birth-pangs as of a woman giving birth,birth-pangs as of a woman giving birth,Reviewed and retained the labor-pain image.,reviewed,codex
Jeremiah 6:25,εἰς ἀγρόν ... ἐν ταῖς ὁδοῖς ... ῥομφαία τῶν ἐχθρῶν,ἀγρός | ὁδός | ῥομφαία | ἐχθρός,field/roads/enemy-sword warning,into the field ... on the roads ... the sword of enemies,into field ... in roads ... sword of enemies,English supplies articles and uses on the roads for the walking warning.,reviewed,codex
Jeremiah 6:26,θύγατερ λαοῦ μου ... πένθος ἀγαπητοῦ ... κοπετὸν οἰκτρόν,θυγάτηρ | λαός | πένθος | ἀγαπητός | κοπετός,O-daughter mourning line,O daughter of my people ... mourning for a beloved one ... bitter lament,The daughter of my people ... mourning of beloved one ... bitter lament,English marks the vocative and supplies a/for in the mourning phrase.,reviewed,codex
Jeremiah 6:27,δοκιμαστὴν δέδωκά σε ... δοκιμάσαι τὴν ὁδὸν αὐτῶν,δοκιμαστής | δοκιμάζω | ὁδός,tester/tested-peoples image,as a tester among tested peoples,tester among tested peoples,English supplies as/a for the tester role.,reviewed,codex
Jeremiah 6:28,πάντες ἀνήκοοι ... χαλκὸς καὶ σίδηρος,ἀνήκοος | χαλκός | σίδηρος,disobedient/bronze/iron line,All are disobedient ... bronze and iron,All disobedient ... bronze and iron,English supplies are and punctuation for the metal image.,reviewed,codex
Jeremiah 6:29,εἰς κενὸν ἀργυροκόπος ἀργυροκοπεῖ,κενός | ἀργυροκόπος | ἀργυροκοπέω,silversmith-in-vain line,the silversmith works silver in vain,in vain silversmith works silver,English reorders the phrase for readability while retaining the silver-refining wording.,reviewed,codex
Jeremiah 6:30,ἀργύριον ἀποδεδοκιμασμένον ... ἀπεδοκίμασεν,ἀργύριον | ἀποδοκιμάζω,rejected-silver wordplay,rejected silver ... the Lord rejected them,rejected silver ... the Lord rejected them,Reviewed and retained the rejected/rejected wordplay at the chapter close.,reviewed,codex
Jeremiah 7:2,λόγον κυρίου πᾶσα ἡ Ἰουδαία,λόγος | κύριος | Ἰουδαία,all-Judah hearing line,Hear the word of the Lord all Judah,Hear the word of the Lord all Judah,Reviewed and retained Judah for the Greek Judea/Judah phrase in this OT context.,reviewed,codex
Jeremiah 7:4,ἐφ' ἑαυτοῖς ἐπὶ λόγοις ψευδέσιν,πεποίθα | ἑαυτοῦ | λόγος | ψευδής,false-words trust warning,trust in yourselves on false words,trust in yourselves upon false words,English uses on for the trust-on construction.,reviewed,codex
Jeremiah 7:5,διορθοῦντες διορθώσητε ... ποιοῦντες ποιήσητε κρίσιν,διορθόω | ποιέω | κρίσις,correcting/doing repetition,by correcting you truly correct ... by doing you do judgment,in correcting you truly correct ... in doing you do judgment,English uses by with the repeated participle/finite-verb constructions.,reviewed,codex
Jeremiah 7:6,προσήλυτον καὶ ὀρφανὸν καὶ χήραν,προσήλυτος | ὀρφανός | χήρα,sojourner/orphan/widow line,a sojourner and an orphan and a widow,sojourner and orphan and widow,English supplies articles for the protected-person triad.,reviewed,codex
Jeremiah 7:7,ἐξ αἰῶνος καὶ ἕως αἰῶνος,αἰών,age-to-age land phrase,from age to age,from age and to age,English uses the compact age-to-age phrase.,reviewed,codex
Jeremiah 7:8,ἐπὶ λόγοις ψευδέσιν ... οὐκ ὠφεληθήσεσθε,λόγος | ψευδής | ὠφελέω,false-words no-profit warning,trust in false words from which you will not profit,trust upon false words from which you will not profit,Reviewed and retained the false-words/no-profit warning in the gate sermon.,reviewed,codex
Jeremiah 7:10,ἀπεσχήμεθα τοῦ μὴ ποιεῖν πάντα τὰ βδελύγματα ταῦτα,ἀπέχω | ποιέω | βδέλυγμα,abominations refrain claim,We have held back from doing all these abominations,We have refrained from doing all these abominations,Current wording keeps the abstaining claim explicit before the den-of-robbers rebuke.,reviewed,codex
Jeremiah 7:11,σπήλαιον λῃστῶν,σπήλαιον | λῃστής,den-of-robbers line,a den of robbers,a cave of robbers,English keeps the traditional den-of-robbers phrase also cited in the Gospels.,reviewed,codex
Jeremiah 7:12,τὸν τόπον μου τὸν ἐν Σηλώμ ... κατεσκήνωσα τὸ ὄνομά μου,τόπος | Σηλώμ | κατασκηνόω | ὄνομα,Shiloh name-dwell warning,my place in Shiloh where I caused my name to dwell,my place in Shiloh where I tabernacled my name,English uses dwell for the name-dwelling formula and supplies the article before evil.,reviewed,codex
Jeremiah 7:14,τῷ οἴκῳ τούτῳ ... τῷ τόπῳ ᾧ ἔδωκα,οἶκος | τόπος | δίδωμι,house/place comparison,this house ... the place I gave,this house ... place I gave,English supplies the before place in the Shiloh comparison.,reviewed,codex
Jeremiah 7:15,πᾶν τὸ σπέρμα Ἐφραιμ,πᾶς | σπέρμα | Ἐφραιμ,Ephraim seed line,all the seed of Ephraim,all seed of Ephraim,English supplies the article in the whole-seed phrase.,reviewed,codex
Jeremiah 7:16,μὴ προσεύχου ... μὴ ἀξίου ... μὴ εὔχου,προσεύχομαι | ἀξιόω | εὔχομαι,no-prayer command,do not pray ... do not ask ... do not vow,do not pray ... do not ask ... do not make a vow,Reviewed and retained the triple prohibition on intercession.,reviewed,codex
Jeremiah 7:18,χαυῶνας τῇ στρατιᾷ τοῦ οὐρανοῦ,στρατιά | οὐρανός,host-of-heaven cakes,cakes for the host of heaven,cakes for the army of heaven,English uses the standard biblical host of heaven for στρατιά and notes the MT difference.,reviewed,codex
Jeremiah 7:19,ὅπως καταισχυνθῇ τὰ πρόσωπα αὐτῶν,καταισχύνω | πρόσωπον,faces-shamed purpose,so that their faces may be ashamed,so that their faces be ashamed,English uses may be for the purpose clause.,reviewed,codex
Jeremiah 7:20,ὀργὴ καὶ θυμός μου χεῖται,ὀργή | θυμός | χέω,anger/wrath poured out,my anger and wrath are poured out,my anger and wrath pours out,English uses plural agreement and passive poured out for the anger/wrath pair.,reviewed,codex
Jeremiah 7:21,τὰ ὁλοκαυτώματα ὑμῶν ... φάγετε κρέα,ὁλοκαύτωμα | θυσία | κρέας,burnt-offering irony,Gather your whole burnt offerings with your sacrifices and eat flesh,Gather your burnt offerings with your sacrifices and eat meat,Reviewed and retained the sacrificial irony as flesh-eating language.,reviewed,codex
Jeremiah 7:22,περὶ ὁλοκαυτωμάτων καὶ θυσίας,ὁλοκαύτωμα | θυσία,sacrifice-command contrast,concerning whole burnt offerings and sacrifice,concerning burnt offerings and sacrifice,Current wording keeps the contrast between sacrifice language and obedience command explicit.,reviewed,codex
Jeremiah 7:23,ἀκούσατε τῆς φωνῆς μου ... εἰς θεόν ... εἰς λαόν,ἀκούω | φωνή | θεός | λαός,covenant voice formula,Hear my voice ... as God ... as people,Listen to my voice ... for God ... for people,Reviewed and retained the voice-hearing covenant formula.,reviewed,codex
Jeremiah 7:24,ἐν τοῖς ἐνθυμήμασιν τῆς καρδίας αὐτῶν τῆς κακῆς,ἐνθύμημα | καρδία | κακός,evil-heart thoughts,in the thoughts of their evil heart,in thoughts of their evil heart,English supplies the before thoughts in the inward-resistance line.,reviewed,codex
