ref,book_code,book_name,chapter,verse,greek_text,transliteration,literal_gloss,syntax_notes,draft_translation
Genesis 11:13,GEN,Genesis,11,13,καὶ ἔζησεν ᾿Αρφαξὰδ μετὰ τὸ γεννῆσαι αὐτὸν τὸν Καϊνᾶν ἔτη τετρακόσια καὶ ἐγέννησεν υἱοὺς καὶ θυγατέρας καὶ ἀπέθανε. Καὶ ἔζησε Καϊνᾶν ἑκατὸν καὶ τριάκοντα ἔτη καὶ ἐγέννησε τὸν Σαλά. καὶ ἔζησε Καϊνᾶν μετὰ τὸ γεννῆσαι αὐτὸν τόν Σαλὰ ἔτη τριακόσια τριάκοντα καὶ ἐγέννησεν υἱοὺς καὶ θυγατέρας καὶ ἀπέθανε.,,,,
Genesis 11:14,GEN,Genesis,11,14,Καὶ ἔζησε Σαλὰ ἑκατὸν τριάκοντα ἔτη καὶ ἐγέννησε τὸν ῞Εβερ.,,,,
Genesis 11:15,GEN,Genesis,11,15,καὶ ἔζησε Σαλὰ μετὰ τὸ γεννῆσαι αὐτὸν τὸν ῞Εβερ τριακόσια τριάκοντα ἔτη καὶ ἐγέννησεν υἱοὺς καὶ θυγατέρας καὶ ἀπέθανε.,,,,
Genesis 11:16,GEN,Genesis,11,16,Καὶ ἔζησεν ῞Εβερ ἑκατὸν τριάκοντα τέσσαρα ετη καὶ ἐγέννησε τὸν Φαλέγ.,,,,
Genesis 11:17,GEN,Genesis,11,17,καί ἔζησεν ῞Εβερ μετὰ τὸ γεννῆσαι αὐτὸν τὸν Φαλὲγ ἔτη διακόσια ἑβδομήκοντα καὶ ἐγέννησεν υἱοὺς καὶ θυγατέρας καὶ ἀπέθανε.,,,,
Genesis 11:18,GEN,Genesis,11,18,Καὶ ἔζησε Φαλὲγ τριάκοντα καὶ ἑκατὸν ἔτη καὶ ἐγέννησε τὸν Ραγαῦ.,,,,
Genesis 11:19,GEN,Genesis,11,19,καὶ ἔζησε Φαλὲγ μετὰ τὸ γεννῆσαι αὐτὸν τὸν Ραγαῦ ἐννέα καὶ διακόσια ἔτη καὶ ἐγέννησεν υἱούς καὶ θυγατέρας καὶ ἀπέθανε.,,,,
Genesis 11:20,GEN,Genesis,11,20,Καὶ ἔζησε Ραγαῦ ἑκατὸν τριάκοντα καὶ δύο ἔτη καὶ ἐγέννησε τὸν Σερούχ.,,,,
Genesis 11:21,GEN,Genesis,11,21,καὶ ἔζησε Ραγαῦ μετὰ τὸ γεννῆσαι αὐτὸν τὸν Σεροὺχ διακόσια ἑπτὰ ἔτη καὶ ἐγέννησεν υἱοὺς καὶ θυγατέρας καὶ ἀπέθανε.,,,,
Genesis 11:22,GEN,Genesis,11,22,καὶ ἔζησε Σεροὺχ ἑκατὸν τριάκοντα ἔτη καὶ ἐγέννησε τὸν Ναχώρ.,,,,
Genesis 11:23,GEN,Genesis,11,23,"Καὶ ἔζησε Σερούχ, μετὰ τό γεννῆσαι αὐτὸν τὸν Ναχώρ, ἔτη διακόσια καὶ ἐγέννησεν υἱοὺς καὶ θυγατέρας καὶ ἀπέθανε.",,,,
Genesis 11:24,GEN,Genesis,11,24,Καὶ ἔζησε Ναχὼρ ἔτη ἑκατὸν ἑβδομήκοντα ἐννέα καὶ ἐγέννησε τὸν Θάρα.,,,,
Genesis 11:25,GEN,Genesis,11,25,"καὶ ἔζησε Ναχώρ, μετὰ τὸ γεννῆσαι αὐτὸν τὸν Θάρα, ἔτη ἑκατὸν εἰκοσιπέντε καὶ ἐγέννησεν υἱοὺς καὶ θυγατέρας καὶ ἀπέθανε.",,,,
Genesis 11:26,GEN,Genesis,11,26,Καὶ ἔζησε Θάρα ἑβδομήκοντα ἔτη καὶ ἐγέννησε τὸν ῞Αβραμ καὶ τὸν Ναχὼρ καὶ τὸν ᾿Αρράν.,,,,
Genesis 11:27,GEN,Genesis,11,27,"Αὗται αἱ γενέσεις Θάρα· Θάρα ἐγέννησε τὸν ῞Αβραμ καὶ τὸν Ναχὼρ καὶ τὸν ᾿Αρράν, καὶ ᾿Αρρὰν ἐγέννησε τὸν Λώτ.",,,,
Genesis 11:28,GEN,Genesis,11,28,"καὶ ἀπέθανεν ᾿Αρρὰν ἐνώπιον Θάρα τοῦ πατρὸς αὐτοῦ ἐν τῇ γῇ, ᾗ ἐγεννήθη, ἐν τῇ χώρᾳ τῶν Χαλδαίων.",,,,
Genesis 11:29,GEN,Genesis,11,29,"καὶ ἔλαβον ῞Αβραμ καὶ Ναχὼρ ἑαυτοῖς γυναῖκας· ὄνομα τῇ γυναικὶ ῞Αβραμ Σάρα, καὶ ὄνομα τῇ γυναικὶ Ναχὼρ Μελχά, θυγάτηρ ᾿Αρρὰν καὶ πατὴρ Μελχὰ καὶ πατὴρ ᾿Ιεσχά.",,,,
Genesis 11:30,GEN,Genesis,11,30,καὶ ἦν Σάρα στεῖρα καὶ οὐκ ἐτεκνοποίει.,,,,
Genesis 11:31,GEN,Genesis,11,31,"καὶ ἔλαβε Θάρα τὸν ῞Αβραμ υἱὸν αὐτοῦ καὶ τὸν Λὼτ υἱὸν ᾿Αρράν, υἱὸν τοῦ υἱοῦ αὐτοῦ, καὶ τὴν Σάραν τὴν νύμφην αὐτοῦ, γυναῖκα ῞Αβραμ τοῦ υἱοῦ αὐτοῦ, καὶ ἐξήγαγεν αὐτοὺς ἐκ τῆς χώρας τῶν Χαλδαίων πορευθῆναι εἰς γῆν Χαναὰν καὶ ἦλθον ἕως Χαρρὰν καὶ κατῴκησεν ἐκεῖ.",,,,
Genesis 11:32,GEN,Genesis,11,32,"καὶ ἐγένοντο πᾶσαι αἱ ἡμέραι Θάρα ἐν γῇ Χαρρὰν διακόσια πέντε ἔτη, καὶ ἀπέθανε Θάρα ἐν Χαρράν.",,,,
Genesis 12:1,GEN,Genesis,12,1,"ΚΑΙ εἶπε Κύριος τῷ ῞Αβραμ· ἔξελθε ἐκ τῆς γῆς σου καὶ ἐκ τῆς συγγενείας σου καὶ ἐκ τοῦ οἴκου τοῦ πατρός σου καὶ δεῦρο εἰς τὴν γῆν, ἣν ἄν σοι δείξω·",,,,
Genesis 12:2,GEN,Genesis,12,2,"καὶ ποιήσω σε εἰς ἔθνος μέγα καὶ εὐλογήσω σε καὶ μεγαλυνῶ τὸ ὄνομά σου, καὶ ἔσῃ εὐλογημένος·",,,,
Genesis 12:3,GEN,Genesis,12,3,καὶ εὐλογήσω τοὺς εὐλογοῦντάς σε καὶ τοὺς καταρωμένους σε καταράσομαι· καὶ ἐνευλογηθήσονται ἐν σοὶ πᾶσαι αἱ φυλαὶ τῆς γῆς.,,,,
Genesis 12:4,GEN,Genesis,12,4,"καὶ ἐπορεύθη ῞Αβραμ, καθάπερ ἐλάλησεν αὐτῷ Κύριος, καὶ ᾤχετο μετ᾿ αὐτοῦ Λώτ. ῞Αβραμ δὲ ἦν ἐτῶν ἑβδομηκονταπέντε, ὅτε ἐξῆλθε ἐκ Χαρράν.",,,,
Genesis 12:5,GEN,Genesis,12,5,"καὶ ἔλαβεν ῞Αβραμ Σάραν τὴν γυναῖκα αὐτοῦ καὶ τὸν Λὼτ υἱὸν τοῦ ἀδελφοῦ αὐτοῦ καὶ πάντα τὰ ὑπάρχοντα αὐτῶν, ὅσα ἐκτήσαντο, καὶ πᾶσαν ψυχήν, ἣν ἐκτήσαντο ἐκ Χαρράν, καὶ ἐξήλθοσαν πορευθῆναι εἰς γῆν Χαναάν.",,,,
Genesis 12:6,GEN,Genesis,12,6,"καὶ διώδευσεν ῞Αβραμ τὴν γῆν εἰς τὸ μῆκος αὐτῆς ἕως τοῦ τόπου Συχέμ, ἐπὶ τὴν δρῦν τὴν ὑψηλήν· οἱ δὲ Χαναναῖοι τότε κατῴκουν τὴν γῆν.",,,,
Genesis 12:7,GEN,Genesis,12,7,καὶ ὤφθη Κύριος τῷ ῞Αβραμ καὶ εἶπεν αὐτῷ· τῷ σπέρματί σου δώσω τὴν γῆν ταύτην. καὶ ᾠκοδόμησεν ἐκεῖ ῞Αβραμ θυσιαστήριον Κυρίῳ τῷ ὀφθέντι αὐτῷ.,,,,
Genesis 12:8,GEN,Genesis,12,8,"καὶ ἀπέστη ἐκεῖθεν εἰς τὸ ὄρος κατὰ ἀνατολὰς Βαιθὴλ καὶ ἔστησεν ἐκεῖ τὴν σκηνὴν αὐτοῦ, Βαιθὴλ κατὰ θάλασσαν καὶ ᾿Αγγαὶ κατὰ ἀνατολάς· καὶ ᾠκοδόμησεν ἐκεῖ θυσιαστήριον τῷ Κυρίῳ καὶ ἐπεκαλέσατο ἐπὶ τῷ ὀνόματι Κυρίου.",,,,
Genesis 12:9,GEN,Genesis,12,9,καὶ ἀπῇρεν ῞Αβραμ καὶ πορευθεὶς ἐστρατοπέδευσεν ἐν τῇ ἐρήμῳ.,,,,
Genesis 12:10,GEN,Genesis,12,10,"Καὶ ἐγένετο λιμὸς ἐπὶ τῆς γῆς, καὶ κατέβη ῞Αβραμ εἰς Αἴγυπτον παροικῆσαι ἐκεῖ, ὅτι ἐνίσχυσεν ὁ λιμὸς ἐπὶ τῆς γῆς.",,,,
Genesis 12:11,GEN,Genesis,12,11,"ἐγένετο δέ, ἡνίκα ἤγγισεν ῞Αβραμ εἰσελθεῖν εἰς Αἴγυπτον, εἶπεν ῞Αβραμ Σάρᾳ τῇ γυναικί· γινώσκω ἐγώ, ὅτι γυνὴ εὐπρόσωπος εἶ·",,,,
Genesis 12:12,GEN,Genesis,12,12,"ἔσται οὖν, ὡς ἂν ἴδωσί σε οἱ Αἰγύπτιοι, ἐροῦσιν ὅτι γυνὴ αὐτοῦ ἐστιν αὐτή, καὶ ἀποκτενοῦσί με, σὲ δὲ περιποιήσονται.",,,,
Genesis 12:13,GEN,Genesis,12,13,"εἰπὸν οὖν, ὅτι ἀδελφὴ αὐτοῦ εἰμι, ὅπως ἂν εὖ μοι γένηται διὰ σέ, καὶ ζήσεται ἡ ψυχή μου ἕνεκέν σου.",,,,
Genesis 12:14,GEN,Genesis,12,14,"ἐγένετο δέ, ἡνίκα εἰσῆλθεν ῞Αβραμ εἰς Αἴγυπτον, ἰδόντες οἱ Αἰγύπτιοι τὴν γυναῖκα αὐτοῦ, ὅτι καλὴ ἦν σφόδρα,",,,,
Genesis 12:15,GEN,Genesis,12,15,καὶ εἶδον αὐτὴν οἱ ἄρχοντες Φαραὼ καὶ ἐπῄνεσαν αὐτὴν πρὸς Φαραὼ καὶ εἰσήγαγον αὐτὴν εἰς τὸν οἶκον Φαραώ·,,,,
Genesis 12:16,GEN,Genesis,12,16,"καὶ τῷ ῞Αβραμ εὖ ἐχρήσαντο δι᾿ αὐτήν, καὶ ἐγένοντο αὐτῷ πρόβατα καὶ μόσχοι καὶ ὄνοι καὶ παῖδες καὶ παιδίσκαι καὶ ἡμίονοι καὶ κάμηλοι.",,,,
Genesis 12:17,GEN,Genesis,12,17,καὶ ἤτασεν ὁ Θεὸς τὸν Φαραὼ ἐτασμοῖς μεγάλοις καὶ πονηροῖς καὶ τὸν οἶκον αὐτοῦ περὶ Σάρας τῆς γυναικὸς ῞Αβραμ.,,,,
Genesis 12:18,GEN,Genesis,12,18,"καλέσας δὲ Φαραὼ τὸν ῞Αβραμ εἶπε· τί τοῦτο ἐποίησάς μοι, ὅτι οὐκ ἀπήγγειλάς μοι, ὅτι γυνή σου ἐστίν",,,,
Genesis 12:19,GEN,Genesis,12,19,"ἱνατί εἶπας ὅτι ἀδελφή μου ἐστί; καὶ ἔλαβον αὐτὴν ἐμαυτῷ γυναῖκα, καὶ νῦν ἰδοὺ ἡ γυνή σου ἔναντί σου· λαβὼν ἀπότρεχε.",,,,
Genesis 12:20,GEN,Genesis,12,20,"καὶ ἐνετείλατο Φαραὼ ἀνδράσι περὶ ῞Αβραμ συμπροπέμψαι αὐτὸν καὶ τὴν γυναῖκα αὐτοῦ καὶ πάντα, ὅσα ἦν αὐτῷ.",,,,
Genesis 13:1,GEN,Genesis,13,1,"ΑΝΕΒΗ δὲ ῞Αβραμ ἐξ Αἰγύπτου, αὐτὸς καὶ ἡ γυνὴ αὐτοῦ καὶ πάντα τὰ αὐτοῦ καὶ Λὼτ μετ᾿ αὐτοῦ, εἰς τὴν ἔρημον.",,,,
Genesis 13:2,GEN,Genesis,13,2,῞Αβραμ δὲ ἦν πλούσιος σφόδρα κτήνεσι καὶ ἀργυρίῳ καὶ χρυσίῳ.,,,,
Genesis 13:3,GEN,Genesis,13,3,"καὶ ἐπορεύθη ὅθεν ἦλθεν εἰς τὴν ἔρημον ἕως Βαιθήλ, ἕως τοῦ τόπου, οὗ ἦν ἡ σκηνὴ αὐτοῦ τὸ πρότερον, ἀνὰ μέσον Βαιθὴλ καὶ ἀνὰ μέσον ᾿Αγγαί,",,,,
Genesis 13:4,GEN,Genesis,13,4,"εἰς τὸν τόπον τοῦ θυσιαστηρίου, οὗ ἐποίησεν ἐκεῖ τὴν ἀρχήν· καὶ ἐπεκαλέσατο ἐκεῖ ῞Αβραμ τὸ ὄνομα τοῦ Κυρίου.",,,,
Genesis 13:5,GEN,Genesis,13,5,καὶ Λὼτ τῷ συμπορευομένῳ μετὰ ῞Αβραμ ἦν πρόβατα καὶ βόες καὶ σκηναί.,,,,
Genesis 13:6,GEN,Genesis,13,6,"καὶ οὐκ ἐχώρει αὐτοὺς ἡ γῆ κατοικεῖν ἅμα, ὅτι ἦν τὰ ὑπάρχοντα αὐτῶν πολλά, καὶ οὐκ ἐχώρει αὐτοὺς ἡ γῆ κατοικεῖν ἅμα.",,,,
Genesis 13:7,GEN,Genesis,13,7,καὶ ἐγένετο μάχη ἀνὰ μέσον τῶν ποιμένων τῶν κτηνῶν τοῦ ῞Αβραμ καὶ ἀνὰ μέσον τῶν ποιμένων τῶν κτηνῶν τοῦ Λώτ· οἱ δὲ Χαναναῖοι καὶ οἱ Φερεζαῖοι τότε κατῴκουν τὴν γῆν.,,,,
Genesis 13:8,GEN,Genesis,13,8,"εἶπε δὲ ῞Αβραμ τῷ Λώτ· μὴ ἔστω μάχη ἀνὰ μέσον ἐμοῦ καὶ σοῦ καὶ ἀνὰ μέσον τῶν ποιμένων μου καὶ ἀνὰ μέσον τῶν ποιμένων σου, ὅτι ἄνθρωποι ἀδελφοί ἐσμεν ἡμεῖς.",,,,
Genesis 13:9,GEN,Genesis,13,9,"οὐκ ἰδοὺ πᾶσα ἡ γῆ ἐναντίον σου ἐστί; διαχωρίσθητι ἀπ᾿ ἐμοῦ· εἰ σὺ εἰς ἀριστερά, ἐγὼ εἰς δεξιά· εἰ δὲ σὺ εἰς δεξιά, ἐγὼ εἰς ἀριστερά.",,,,
Genesis 13:10,GEN,Genesis,13,10,"καὶ ἐπάρας Λὼτ τοὺς ὀφθαλμοὺς αὐτοῦ, ἐπεῖδε πᾶσαν τὴν περίχωρον τοῦ ᾿Ιορδάνου, ὅτι πᾶσα ἦν ποτιζομένη πρὸ τοῦ καταστρέψαι τὸν Θεὸν Σόδομα καὶ Γόμορρα, ὡς ὁ παράδεισος τοῦ Θεοῦ καὶ ὡς ἡ γῆ Αἰγύπτου, ἕως ἐλθεῖν εἰς Ζόγορα.",,,,
Genesis 13:11,GEN,Genesis,13,11,"καὶ ἐξελέξατο ἑαυτῷ Λὼτ πᾶσαν τὴν περίχωρον τοῦ ᾿Ιορδάνου, καὶ ἀπῇρε Λὼτ ἀπὸ ἀνατολῶν, καὶ διεχωρίσθησαν ἕκαστος ἀπὸ τοῦ ἀδελφοῦ αὐτοῦ.",,,,
Genesis 13:12,GEN,Genesis,13,12,"῞Αβραμ δὲ κατῴκησεν ἐν γῇ Χαναάν, Λὼτ δὲ κατῴκησεν ἐν πόλει τῶν περιχώρων καὶ ἐσκήνωσεν ἐν Σοδόμοις·",,,,
Genesis 13:13,GEN,Genesis,13,13,οἱ δὲ ἄνθρωποι οἱ ἐν Σοδόμοις πονηροὶ καὶ ἁμαρτωλοὶ ἐναντίον τοῦ Θεοῦ σφόδρα.,,,,
Genesis 13:14,GEN,Genesis,13,14,"῾Ο δὲ Θεὸς εἶπε τῷ ῞Αβραμ μετὰ τὸ διαχωρισθῆναι τὸν Λὼτ ἀπ᾿ αὐτοῦ· ἀνάβλεψον τοῖς ὀφθαλμοῖς σου καὶ ἴδε ἀπὸ τοῦ τόπου, οὗ νῦν σύ εἶ, πρὸς βορρᾶν καὶ λίβα καὶ ἀνατολὰς καὶ θάλασσαν·",,,,
Genesis 13:15,GEN,Genesis,13,15,"ὅτι πᾶσαν τὴν γῆν, ἣν σὺ ὁρᾷς, σοὶ δώσω αὐτὴν καὶ τῷ σπέρματί σου ἕως αἰῶνος.",,,,
Genesis 13:16,GEN,Genesis,13,16,"καὶ ποιήσω τὸ σπέρμα σου ὡς τὴν ἄμμον τῆς γῆς· εἰ δύναταί τις ἐξαριθμῆσαι τὴν ἄμμον τῆς γῆς, καὶ τὸ σπέρμα σου ἐξαριθμηθήσεται.",,,,
Genesis 13:17,GEN,Genesis,13,17,"ἀναστὰς διόδευσον τὴν γῆν εἴς τε τὸ μῆκος αὐτῆς καὶ εἰς τὸ πλάτος, ὅτι σοὶ δώσω αὐτὴν καὶ τῷ σπέρματί σου εἰς τὸν αἰῶνα.",,,,
Genesis 13:18,GEN,Genesis,13,18,"καὶ ἀποσκηνώσας ῞Αβραμ, ἐλθὼν κατῴκησε παρὰ τὴν δρῦν τὴν Μαμβρῆ, ἣ ἦν ἐν Χεβρώμ, καὶ ᾠκοδόμησεν ἐκεῖ θυσιαστήριον τῷ Κυρίῳ.",,,,
Genesis 14:1,GEN,Genesis,14,1,"ΕΓΕΝΕΤΟ δὲ ἐν τῇ βασιλείᾳ τῇ ᾿Αμαρφὰλ βασιλέως Σενναάρ, καὶ ᾿Αριὼχ βασιλέως ᾿Ελλασάρ, Χοδολλογομὸρ βασιλεὺς ᾿Ελὰμ καὶ Θαργὰλ βασιλεὺς ἐθνῶν",,,,
Genesis 14:2,GEN,Genesis,14,2,"ἐποίησαν πόλεμον μετὰ Βαλλὰ βασιλέως Σοδόμων καὶ μετὰ Βαρσὰ βασιλέως Γομόρρας καὶ μετὰ Σενναὰρ βασιλέως ᾿Αδαμὰ καὶ μετὰ Συμοβὸρ βασιλέως Σεβωείμ, καὶ βασιλέως Βαλάκ (αὕτη ἐστὶ Σηγώρ).",,,,
Genesis 14:3,GEN,Genesis,14,3,πάντες οὗτοι συνεφώνησαν ἐπὶ τὴν φάραγγα τὴν ἁλυκὴν (αὕτη ἡ θάλασσα τῶν ἁλῶν).,,,,
Genesis 14:4,GEN,Genesis,14,4,"δώδεκα ἔτη αὐτοὶ ἐδούλευσαν τῷ Χοδολλογομόρ, τῷ δὲ τρισκαιδεκάτῳ ἔτει ἀπέστησαν.",,,,
Genesis 14:5,GEN,Genesis,14,5,"ἐν δὲ τῷ τεσσαρεσκαιδεκάτῳ ἔτει ἦλθε Χοδολλογομὸρ καὶ οἱ βασιλεῖς μετ᾿ αὐτοῦ καὶ κατέκοψαν τοὺς γίγαντας τοὺς ἐν ᾿Ασταρὼθ καὶ Καρναΐν, καὶ ἔθνη ἰσχυρὰ ἅμα αὐτοῖς καὶ τοὺς ᾿Ομμαίους τοὺς ἐν Σαυῇ τῇ πόλει",,,,
Genesis 14:6,GEN,Genesis,14,6,"καὶ τοὺς Χορραίους τοὺς ἐν τοῖς ὄρεσι Σηείρ, ἕως τῆς τερεβίνθου τῆς Φαράν, ἥ ἐστιν ἐν τῇ ἐρήμῳ.",,,,
Genesis 14:7,GEN,Genesis,14,7,καὶ ἀναστρέψαντες ἦλθον ἐπὶ τὴν πηγὴν τῆς κρίσεως (αὕτη ἐστὶ Κάδης) καὶ κατέκοψαν πάντας τοὺς ἄρχοντας ᾿Αμαλὴκ καὶ τοὺς ᾿Αμορραίους τοὺς κατοικοῦντας ἐν ᾿Ασασονθαμάρ.,,,,
Genesis 14:8,GEN,Genesis,14,8,"ἐξῆλθε δὲ βασιλεὺς Σοδόμων καὶ βασιλεὺς Γομόρρας καὶ βασιλεὺς ᾿Αδαμὰ καὶ βασιλεὺς Σεβωεὶμ καὶ βασιλεὺς Βαλάκ (αὕτη ἐστὶ Σηγώρ) καὶ παρετάξαντο αὐτοῖς εἰς πόλεμον ἐν τῇ κοιλάδι τῇ ἁλυκῇ,",,,,
Genesis 14:9,GEN,Genesis,14,9,"πρὸς Χοδολλογομὸρ βασιλέα ᾿Ελὰμ καὶ Θαργὰλ βασιλέα ἐθνῶν καὶ ᾿Αμαρφὰλ βασιλέα Σενναὰρ καὶ ᾿Αριὼχ βασιλέα ᾿Ελλασάρ, οἱ τέσσαρες βασιλεῖς πρὸς τοὺς πέντε.",,,,
Genesis 14:10,GEN,Genesis,14,10,"ἡ δὲ κοιλὰς ἡ ἁλυκή, φρέατα ἀσφάλτου. ἔφυγε δὲ βασιλεὺς Σοδόμων καὶ βασιλεὺς Γομόρρας καὶ ἐνέπεσαν ἐκεῖ, οἱ δὲ καταλειφθέντες εἰς τὴν ὀρεινὴν ἔφυγον.",,,,
Genesis 14:11,GEN,Genesis,14,11,ἔλαβον δὲ τὴν ἵππον πᾶσαν τὴν Σοδόμων καὶ Γομόρρας καὶ πάντα τὰ βρώματα αὐτῶν καὶ ἀπῆλθον.,,,,
Genesis 14:12,GEN,Genesis,14,12,ἔλαβον δὲ καὶ τὸν Λὼτ τὸν υἱὸν τοῦ ἀδελφοῦ ῞Αβραμ καὶ τὴν ἀποσκευὴν αὐτοῦ καὶ ἀπῴχοντο· ἦν γὰρ κατοικῶν ἐν Σοδόμοις.,,,,
Genesis 14:13,GEN,Genesis,14,13,"Παραγενόμενος δὲ τῶν ἀνασωθέντων τις ἀπήγγειλεν ῞Αβραμ τῷ περάτῃ· αὐτὸς δὲ κατῴκει παρὰ τῇ δρυΐ τῇ Μαμβρῇ ᾿Αμορραίου τοῦ ἀδελφοῦ ᾿Εσχὼλ καὶ τοῦ ἀδελφοῦ Αὐνάν, οἳ ἦσαν συνωμόται τοῦ ῞Αβραμ.",,,,
