ref,book_name,chapter,verse,fresh_translation,brenton_translation,same_normalized,decision_count,footnote_count,importance
Exodus 12:17,Exodus,12,17,"""And you shall keep this command, for on this very day I will bring your hosts out of the land of Egypt, and you shall keep this day throughout your generations as an age-lasting ordinance.""","And ye shall keep this commandment, for on this day will I bring out your force out of the land of Egypt; and ye shall make this day a perpetual ordinance for you throughout your generations.",no,1,1,high
Exodus 12:18,Exodus,12,18,"""Beginning on the fourteenth day of the first month at evening, you shall eat unleavened bread until evening of the twenty-first day of the month.""","Beginning the fourteenth day of the first month, ye shall eat unleavened bread from evening, till the twenty-first day of the month, till evening.",no,0,0,low
Exodus 12:19,Exodus,12,19,"""For seven days no leaven shall be found in your houses. Everyone who eats leavened food, that person shall be destroyed from the assembly of Israel, among both the newcomer and the native-born of the land.""","Seven days leaven shall not be found in your houses; whosoever shall eat anything leavened, that soul shall be cut off from the congregation of Israel, both among the occupiers of the land and the original inhabitants.",no,1,1,high
Exodus 12:20,Exodus,12,20,"""You shall eat nothing leavened. In every dwelling of yours you shall eat unleavened bread.""","Ye shall eat nothing leavened, but in every habitation of yours ye shall eat unleavened bread.",no,0,0,low
Exodus 12:21,Exodus,12,21,"Then Moses called all the elders of the sons of Israel and said to them, ""Go and take for yourselves an animal from the flock according to your families, and sacrifice the Passover.""","And Moses called all the elders of the children of Israel, and said to them, Go away and take to yourselves a lamb according to your kindreds, and slay the passover.",no,0,0,low
Exodus 12:22,Exodus,12,22,"""And you shall take a bunch of hyssop, and after dipping it in some of the blood by the door, you shall touch the lintel and both doorposts with some of the blood by the door. But none of you shall go out from the door of his house until morning.""","And ye shall take a bunch of hyssop, and having dipped it into some of the blood that is by the door, ye shall touch the lintel, and shall put it upon both door-posts, even of the blood which is by the door; but ye shall not go out every one from the door of his house till the morning.",no,0,0,low
Exodus 12:23,Exodus,12,23,"""And the Lord will pass by to strike the Egyptians, and he will see the blood on the lintel and on both doorposts, and the Lord will pass by the door and will not allow the destroyer to enter your houses to strike.""","And the Lord shall pass by to smite the Egyptians, and shall see the blood upon the lintel, and upon both the door-posts; and the Lord shall pass by the door, and shall not suffer the destroyer to enter into your houses to smite you.",no,0,0,low
Exodus 12:24,Exodus,12,24,"""And you shall keep this word as an ordinance for you and for your sons forever.""",And keep ye this thing as an ordinance for thyself and for thy children for ever.,no,0,0,low
Exodus 12:25,Exodus,12,25,"""And when you enter the land that the Lord will give you, just as he spoke, you shall keep this service.""","And if ye should enter into the land, which the Lord shall give you, as he has spoken, keep this service.",no,0,0,low
Exodus 12:26,Exodus,12,26,"""And it shall be that when your sons say to you, What is this service?""","And it shall come to pass, if your sons say to you, What is this service?",no,0,0,low
Exodus 12:27,Exodus,12,27,"""you shall say to them, This Passover is a sacrifice to the Lord, who sheltered the houses of the sons of Israel in Egypt when he struck the Egyptians but rescued our houses."" And the people bowed low and worshiped.","that ye shall say to them, This passover is a sacrifice to the Lord, as he defended the houses of the children of Israel in Egypt, when he smote the Egyptians, but delivered our houses.",no,1,1,high
Exodus 12:28,Exodus,12,28,And the sons of Israel went away and did just as the Lord commanded Moses and Aaron; so they did.,"And the people bowed and worshipped. And the children of Israel departed and did as the Lord commanded Moses and Aaron, so did they.",no,0,0,medium
Exodus 12:29,Exodus,12,29,"And it happened at midnight that the Lord struck every firstborn in the land of Egypt, from Pharaoh's firstborn sitting on the throne to the firstborn of the captive woman in the pit, and every firstborn of beast.","And it came to pass at midnight that the Lord smote all the first-born in the land of Egypt, from the first-born of Pharao that sat on the throne, to the first-born of the captive-maid in the dungeon, and the first-born of all cattle.",no,1,1,high
Exodus 12:30,Exodus,12,30,"And Pharaoh rose by night, and all his servants, and all the Egyptians, and there was a great cry in all the land of Egypt, for there was no house in which there was not one dead.","And Pharao rose up by night, and his servants, and all the Egyptians; and there was a great cry in all the land of Egypt, for there was not a house in which there was not one dead.",no,0,0,low
Exodus 12:31,Exodus,12,31,"And Pharaoh called Moses and Aaron by night and said to them, ""Rise up and go out from my people, both you and the sons of Israel. Go and serve the Lord your God, just as you say.""","And Pharao called Moses and Aaron by night, and said to them, Rise and depart from my people, both ye and the children of Israel. Go and serve the Lord your God, even as ye say.",no,0,0,low
Exodus 12:32,Exodus,12,32,"""Take your sheep and your cattle and go. But bless me too.""","And take with you your sheep, and your oxen: bless me also, I pray you.",no,0,0,low
Exodus 12:33,Exodus,12,33,"And the Egyptians pressed the people in haste to drive them out of the land, for they said, ""We are all dying.""","And the Egyptians constrained the people, so that they cast them out of the land with haste, for they said, We all shall die.",no,0,0,low
Exodus 12:34,Exodus,12,34,"And the people took the dough before it was leavened, their kneaded batches wrapped in their garments on their shoulders.","And the people took their dough before their meal was leavened, bound up as it was in their garments, on their shoulders.",no,0,0,low
Exodus 12:35,Exodus,12,35,"And the sons of Israel did just as Moses instructed them, and they asked from the Egyptians silver and gold vessels and clothing.","And the children of Israel did as Moses commanded them, and they asked of the Egyptians articles of silver and gold and apparel.",no,0,0,medium
Exodus 12:36,Exodus,12,36,"And the Lord gave his people favor in the sight of the Egyptians, and they lent to them, and they plundered the Egyptians.","And the Lord gave his people favour in the sight of the Egyptians, and they lent to them; and they spoiled the Egyptians.",no,1,1,high
Exodus 12:37,Exodus,12,37,"Then the sons of Israel set out from Rameses to Sokchoth, about six hundred thousand men on foot, besides the baggage.","And the children of Israel departed from Ramesses to Socchoth, to the full number of six hundred thousand footmen, even men, besides the baggage.",no,0,0,low
Exodus 12:38,Exodus,12,38,"And a great mixed company went up with them, and sheep and cattle and very much livestock.","And a great mixed company went up with them, and sheep and oxen and very much cattle.",no,0,0,low
Exodus 12:39,Exodus,12,39,"And they baked the dough they had brought out from Egypt into unleavened cakes, for it had not been leavened, because the Egyptians had driven them out and they were not able to delay, nor had they prepared provisions for themselves for the journey.","And they baked the dough which they brought out of Egypt, unleavened cakes, for it had not been leavened; for the Egyptians cast them out, and they could not remain, neither did they prepare provision for themselves for the journey.",no,0,0,low
