ref,book_code,book_name,chapter,verse,greek_text,transliteration,literal_gloss,syntax_notes,draft_translation,ukjv_translation,review_status,review_notes
Matthew 23:25,MAT,Matthew,23,25,ουαι υμιν γραμματεις και φαρισαιοι υποκριται οτι καθαριζετε το εξωθεν του ποτηριου και της παροψιδος εσωθεν δε γεμουσιν εξ αρπαγης και ακρασιας,ouai umin grammateiv kai farisaioi upokritai oti kayarizete to exwyen tou pothriou kai thv paroqidov eswyen de gemousin ex arpaghv kai akrasiav,,,"Woe to you, scribes and Pharisees, hypocrites! for you clean the outside of the cup and of the platter, but within they are full of extortion and excess.","Woe unto you, scribes and Pharisees, hypocrites! for all of you make clean the outside of the cup and of the platter, but within they are full of extortion and excess.",tr_literal_manual,manual TR literal override
Matthew 23:26,MAT,Matthew,23,26,φαρισαιε τυφλε καθαρισον πρωτον το εντος του ποτηριου και της παροψιδος ινα γενηται και το εκτος αυτων καθαρον,farisaie tufle kayarison prwton to entov tou pothriou kai thv paroqidov ina genhtai kai to ektov autwn kayaron,,,"You blind Pharisee, cleanse first that which is within the cup and platter, that the outside of them may be clean also.","You blind Pharisee, cleanse first that which is within the cup and platter, that the outside of them may be clean also.",needs_focused_tr_review,UKJV seed retained; needs focused Greek review
Matthew 23:27,MAT,Matthew,23,27,ουαι υμιν γραμματεις και φαρισαιοι υποκριται οτι παρομοιαζετε ταφοις κεκονιαμενοις οιτινες εξωθεν μεν φαινονται ωραιοι εσωθεν δε γεμουσιν οστεων νεκρων και πασης ακαθαρσιας,ouai umin grammateiv kai farisaioi upokritai oti paromoiazete tafoiv kekoniamenoiv oitinev exwyen men fainontai wraioi eswyen de gemousin ostewn nekrwn kai pashv akayarsiav,,,"Woe to you, scribes and Pharisees, hypocrites! for you are like whitewashed tombs, which indeed appear beautiful outward, but are within full of dead men's bones, and of all uncleanness.","Woe unto you, scribes and Pharisees, hypocrites! for all of you are like unto whitewashed sepulchers, which indeed appear beautiful outward, but are within full of dead men's bones, and of all uncleanness.",tr_literal_manual,manual TR literal override
Matthew 23:28,MAT,Matthew,23,28,ουτως και υμεις εξωθεν μεν φαινεσθε τοις ανθρωποις δικαιοι εσωθεν δε μεστοι εστε υποκρισεως και ανομιας,outwv kai umeiv exwyen men fainesye toiv anyrwpoiv dikaioi eswyen de mestoi este upokrisewv kai anomiav,,,"Even so you also outwardly appear righteous to men, but within you are full of hypocrisy and iniquity.","Even so all of you also outwardly appear righteous unto men, but within all of you are full of hypocrisy and iniquity.",tr_literal_pass1,modernized archaic directional unto; removed UKJV plural-expansion artifact
Matthew 23:29,MAT,Matthew,23,29,ουαι υμιν γραμματεις και φαρισαιοι υποκριται οτι οικοδομειτε τους ταφους των προφητων και κοσμειτε τα μνημεια των δικαιων,ouai umin grammateiv kai farisaioi upokritai oti oikodomeite touv tafouv twn profhtwn kai kosmeite ta mnhmeia twn dikaiwn,,,"Woe to you, scribes and Pharisees, hypocrites! because you build the tombs of the prophets, and adorn the tombs of the righteous,","Woe unto you, scribes and Pharisees, hypocrites! because all of you build the tombs of the prophets, and garnish the sepulchers of the righteous,",tr_literal_manual,manual TR literal override
Matthew 23:30,MAT,Matthew,23,30,και λεγετε ει ημεν εν ταις ημεραις των πατερων ημων ουκ αν ημεν κοινωνοι αυτων εν τω αιματι των προφητων,kai legete ei hmen en taiv hmeraiv twn paterwn hmwn ouk an hmen koinwnoi autwn en tw aimati twn profhtwn,,,"And say, If we had been in the days of our fathers, we would not have been partakers with them in the blood of the prophets.","And say, If we had been in the days of our fathers, we would not have been partakers with them in the blood of the prophets.",needs_focused_tr_review,UKJV seed retained; needs focused Greek review
Matthew 23:31,MAT,Matthew,23,31,ωστε μαρτυρειτε εαυτοις οτι υιοι εστε των φονευσαντων τους προφητας,wste martureite eautoiv oti uioi este twn foneusantwn touv profhtav,,,"Therefore you are witnesses to yourselves, that you are the children of those who killed the prophets.","Wherefore all of you be witnesses unto yourselves, that all of you are the children of them which killed the prophets.",tr_literal_pass1,modernized archaic directional unto; modernized residual be wording; modernized them-which relative; modernized wherefore; removed UKJV plural-expansion artifact
Matthew 23:32,MAT,Matthew,23,32,και υμεις πληρωσατε το μετρον των πατερων υμων,kai umeiv plhrwsate to metron twn paterwn umwn,,,Fill up then the measure of your fathers.,Fill all of you up then the measure of your fathers.,tr_literal_manual,manual TR literal override
Matthew 23:33,MAT,Matthew,23,33,οφεις γεννηματα εχιδνων πως φυγητε απο της κρισεως της γεεννης,ofeiv gennhmata ecidnwn pwv fughte apo thv krisewv thv geennhv,,,"You serpents, you generation of vipers, how can you escape the judgment of Gehenna?","All of you serpents, all of you generation of vipers, how can all of you escape the damnation of hell?",tr_literal_pass1,removed UKJV plural-expansion artifact; rendered geenna as Gehenna; rendered krima/krisis as judgment
Matthew 23:34,MAT,Matthew,23,34,δια τουτο ιδου εγω αποστελλω προς υμας προφητας και σοφους και γραμματεις και εξ αυτων αποκτενειτε και σταυρωσετε και εξ αυτων μαστιγωσετε εν ταις συναγωγαις υμων και διωξετε απο πολεως εις πολιν,dia touto idou egw apostellw prov umav profhtav kai sofouv kai grammateiv kai ex autwn apokteneite kai staurwsete kai ex autwn mastigwsete en taiv sunagwgaiv umwn kai diwxete apo polewv eiv polin,,,"Therefore, look, I send to you prophets, and wise men, and scribes: and some of them you shall kill and crucify; and some of them you shall scourge in your synagogues, and persecute them from city to city:","Wherefore, behold, I send unto you prophets, and wise men, and scribes: and some of them all of you shall kill and crucify; and some of them shall all of you scourge in your synagogues, and persecute them from city to city:",tr_literal_manual,manual TR literal override
Matthew 23:35,MAT,Matthew,23,35,οπως ελθη εφ υμας παν αιμα δικαιον εκχυνομενον επι της γης απο του αιματος αβελ του δικαιου εως του αιματος ζαχαριου υιου βαραχιου ον εφονευσατε μεταξυ του ναου και του θυσιαστηριου,opwv elyh ef umav pan aima dikaion ekcunomenon epi thv ghv apo tou aimatov abel tou dikaiou ewv tou aimatov zacariou uiou baraciou on efoneusate metaxu tou naou kai tou yusiasthriou,,,"That upon you may come all the righteous blood shed upon the earth, from the blood of righteous Abel to the blood of Zechariah son of Berechiah, whom you killed between the temple and the altar.","That upon you may come all the righteous blood shed upon the earth, from the blood of righteous Abel unto the blood of Zacharias son of Barachias, whom all of you slew between the temple and the altar.",tr_literal_manual,manual TR literal override
Matthew 23:36,MAT,Matthew,23,36,αμην λεγω υμιν ηξει ταυτα παντα επι την γενεαν ταυτην,amhn legw umin hxei tauta panta epi thn genean tauthn,,,"Amen, I say to you, All these things shall come upon this generation.","Verily I say unto you, All these things shall come upon this generation.",tr_literal_pass1,modernized archaic directional unto; modernized verily; rendered amen formula directly
Matthew 23:37,MAT,Matthew,23,37,ιερουσαλημ ιερουσαλημ η αποκτεινουσα τους προφητας και λιθοβολουσα τους απεσταλμενους προς αυτην ποσακις ηθελησα επισυναγαγειν τα τεκνα σου ον τροπον επισυναγει ορνις τα νοσσια εαυτης υπο τας πτερυγας και ουκ ηθελησατε,ierousalhm ierousalhm h apokteinousa touv profhtav kai liyobolousa touv apestalmenouv prov authn posakiv hyelhsa episunagagein ta tekna sou on tropon episunagei orniv ta nossia eauthv upo tav pterugav kai ouk hyelhsate,,,"O Jerusalem, Jerusalem, you who kill the prophets, and stone those who are sent to you, how often would I have gathered your children together, even as a hen gathers her chicks under her wings, and you would not!","O Jerusalem, Jerusalem, you that kill the prophets, and stone them which are sent unto you, how often would I have gathered your children together, even as a hen gathers her chickens under her wings, and all of you would not!",tr_literal_manual,manual TR literal override
Matthew 23:38,MAT,Matthew,23,38,ιδου αφιεται υμιν ο οικος υμων ερημος,idou afietai umin o oikov umwn erhmov,,,"Look, your house is left to you desolate.","Behold, your house is left unto you desolate.",tr_literal_pass1,modernized archaic directional unto; modernized behold
Matthew 23:39,MAT,Matthew,23,39,λεγω γαρ υμιν ου μη με ιδητε απ αρτι εως αν ειπητε ευλογημενος ο ερχομενος εν ονοματι κυριου,legw gar umin ou mh me idhte ap arti ewv an eiphte euloghmenov o ercomenov en onomati kuriou,,,"For I say to you, You shall not see me from now on, till you shall say, Blessed is the one who comes in the name of the Lord.","For I say unto you, All of you shall not see me henceforth, till all of you shall say, Blessed is he that comes in the name of the Lord.",tr_literal_pass1,modernized archaic directional unto; modernized he-that relative; modernized henceforth; normalized NT kurios as Lord; removed UKJV plural-expansion artifact
